date,290001_PHC,290002_PHC,290003_PHC,290004_PHC,290005_PHC,290006_PHC,290007_PHC,290008_PHC,290009_PHC,290010_PHC,290011_PHC,290012_PHC,290013_PHC,290014_PHC,290015_PHC,290016_PHC,290017_PHC,290018_PHC,290019_PHC,290020_PHC,290021_PHC,290022_PHC,290023_PHC,290024_PHC,290025_PHC,290026_PHC,290027_PHC,290028_PHC,290029_PHC,290030_PHC,290031_PHC,290032_PHC,290033_PHC,290034_PHC,Mobility
333,2888.0,804.0,972.0,622.0,415.0,395.0,1124.0,1729.0,618.0,551.0,1973.0,737.0,1223.0,519.0,225.0,1166.0,358.0,1188.0,238.0,1524.0,400.0,1438.0,806.0,525.0,408.0,400.0,258.0,191.0,1292.0,823.0,715.0,419.0,295.0,773.0,1
334,3133.0,669.0,902.0,563.0,382.0,401.0,950.0,1741.0,573.0,541.0,1816.0,717.0,1059.0,390.0,223.0,1168.0,398.0,1367.0,276.0,1343.0,417.0,1483.0,631.0,531.0,382.0,296.0,184.0,179.0,1054.0,767.0,716.0,360.0,183.0,757.0,1
335,2715.0,723.0,659.0,430.0,342.0,324.0,838.0,1450.0,694.0,436.0,1786.0,624.0,969.0,517.0,224.0,1010.0,385.0,1197.0,227.0,1190.0,350.0,1455.0,603.0,454.0,361.0,236.0,186.0,142.0,1024.0,600.0,637.0,415.0,212.0,708.0,1
336,1532.0,440.0,470.0,285.0,279.0,222.0,645.0,889.0,491.0,316.0,1172.0,546.0,855.0,330.0,146.0,827.0,274.0,937.0,162.0,738.0,278.0,963.0,464.0,273.0,288.0,165.0,138.0,148.0,802.0,502.0,497.0,308.0,128.0,445.0,1
337,2285.0,443.0,483.0,373.0,361.0,356.0,722.0,1309.0,582.0,457.0,1530.0,460.0,804.0,431.0,120.0,884.0,323.0,1097.0,171.0,912.0,335.0,1006.0,454.0,354.0,266.0,216.0,186.0,125.0,901.0,453.0,503.0,326.0,145.0,525.0,1
338,1654.0,325.0,322.0,222.0,188.0,207.0,582.0,1292.0,476.0,339.0,934.0,310.0,622.0,322.0,79.0,726.0,207.0,932.0,134.0,364.0,248.0,734.0,283.0,208.0,199.0,143.0,125.0,81.0,576.0,302.0,314.0,237.0,64.0,322.0,1
339,2236.0,347.0,445.0,260.0,219.0,250.0,558.0,983.0,553.0,350.0,935.0,387.0,679.0,317.0,109.0,769.0,304.0,1004.0,209.0,155.0,225.0,927.0,434.0,220.0,193.0,110.0,49.0,42.0,679.0,303.0,471.0,189.0,103.0,517.0,1
340,2133.0,571.0,564.0,523.0,337.0,297.0,800.0,1299.0,618.0,443.0,1567.0,702.0,860.0,505.0,154.0,1086.0,330.0,931.0,207.0,654.0,278.0,684.0,604.0,209.0,338.0,247.0,158.0,71.0,1036.0,493.0,541.0,365.0,203.0,561.0,1
341,2481.0,624.0,699.0,562.0,361.0,339.0,841.0,1350.0,540.0,444.0,1825.0,805.0,964.0,521.0,183.0,1101.0,448.0,1006.0,223.0,872.0,354.0,721.0,615.0,260.0,385.0,343.0,200.0,122.0,1254.0,551.0,511.0,409.0,180.0,474.0,1
342,2254.0,707.0,748.0,530.0,386.0,391.0,844.0,1207.0,634.0,478.0,1836.0,816.0,1145.0,556.0,184.0,1255.0,440.0,946.0,206.0,894.0,387.0,823.0,704.0,314.0,365.0,370.0,242.0,115.0,1185.0,577.0,623.0,388.0,243.0,553.0,1
343,2526.0,644.0,642.0,506.0,376.0,337.0,699.0,969.0,497.0,488.0,1756.0,642.0,993.0,496.0,162.0,1087.0,352.0,940.0,182.0,925.0,354.0,863.0,617.0,253.0,312.0,313.0,251.0,143.0,1019.0,446.0,443.0,392.0,197.0,518.0,1
344,3926.0,598.0,671.0,489.0,314.0,297.0,776.0,1054.0,496.0,492.0,1847.0,653.0,1113.0,444.0,165.0,1008.0,367.0,763.0,228.0,926.0,399.0,980.0,605.0,291.0,363.0,262.0,231.0,142.0,975.0,487.0,552.0,488.0,209.0,599.0,1
345,2574.0,606.0,702.0,470.0,344.0,247.0,851.0,1151.0,493.0,523.0,1921.0,669.0,1108.0,366.0,164.0,966.0,369.0,931.0,173.0,878.0,421.0,831.0,579.0,281.0,355.0,304.0,237.0,133.0,1027.0,533.0,495.0,394.0,191.0,532.0,1
346,2361.0,449.0,555.0,463.0,282.0,278.0,799.0,1139.0,496.0,485.0,1498.0,582.0,875.0,317.0,148.0,833.0,334.0,1017.0,171.0,798.0,334.0,888.0,540.0,331.0,316.0,303.0,245.0,167.0,958.0,436.0,454.0,364.0,160.0,515.0,1
347,4024.0,586.0,622.0,497.0,314.0,307.0,771.0,1150.0,575.0,502.0,1783.0,645.0,870.0,415.0,158.0,916.0,320.0,966.0,235.0,892.0,398.0,779.0,606.0,288.0,342.0,262.0,240.0,161.0,1025.0,487.0,476.0,348.0,227.0,544.0,1
348,2135.0,461.0,627.0,405.0,295.0,316.0,763.0,744.0,386.0,428.0,1428.0,525.0,827.0,393.0,164.0,691.0,287.0,824.0,169.0,655.0,289.0,795.0,509.0,229.0,294.0,227.0,201.0,128.0,886.0,477.0,419.0,241.0,182.0,499.0,1
349,1403.0,331.0,426.0,328.0,225.0,193.0,522.0,559.0,327.0,274.0,967.0,357.0,553.0,231.0,90.0,518.0,188.0,604.0,124.0,549.0,258.0,595.0,415.0,224.0,218.0,150.0,141.0,100.0,647.0,294.0,302.0,196.0,123.0,325.0,1
350,2422.0,454.0,580.0,478.0,257.0,245.0,743.0,799.0,600.0,416.0,1409.0,469.0,715.0,389.0,134.0,755.0,239.0,864.0,204.0,760.0,306.0,696.0,637.0,267.0,292.0,249.0,216.0,125.0,912.0,444.0,449.0,295.0,186.0,489.0,1
351,2385.0,541.0,563.0,484.0,217.0,289.0,653.0,836.0,501.0,430.0,1474.0,505.0,774.0,297.0,114.0,763.0,297.0,778.0,161.0,703.0,282.0,777.0,505.0,182.0,316.0,133.0,195.0,118.0,800.0,448.0,453.0,310.0,166.0,380.0,1
352,2062.0,522.0,587.0,461.0,214.0,289.0,614.0,742.0,542.0,375.0,1419.0,451.0,630.0,293.0,130.0,659.0,239.0,717.0,167.0,682.0,213.0,799.0,528.0,204.0,273.0,208.0,200.0,158.0,812.0,397.0,356.0,272.0,183.0,406.0,1
353,1940.0,550.0,536.0,425.0,304.0,313.0,742.0,742.0,496.0,394.0,1322.0,470.0,621.0,329.0,141.0,685.0,242.0,709.0,143.0,701.0,202.0,833.0,552.0,238.0,374.0,170.0,185.0,156.0,713.0,482.0,397.0,280.0,174.0,407.0,1
354,1240.0,333.0,319.0,301.0,174.0,176.0,512.0,531.0,325.0,267.0,974.0,355.0,545.0,257.0,94.0,421.0,161.0,485.0,122.0,548.0,168.0,521.0,404.0,160.0,232.0,127.0,130.0,103.0,489.0,339.0,230.0,171.0,118.0,292.0,1
355,2574.0,531.0,617.0,444.0,252.0,318.0,664.0,946.0,524.0,337.0,1524.0,580.0,843.0,324.0,142.0,686.0,259.0,813.0,153.0,958.0,324.0,906.0,624.0,226.0,337.0,200.0,198.0,121.0,789.0,542.0,367.0,278.0,206.0,521.0,1
356,2511.0,503.0,548.0,431.0,233.0,276.0,636.0,1213.0,517.0,396.0,1378.0,505.0,692.0,342.0,188.0,674.0,253.0,722.0,137.0,940.0,292.0,878.0,560.0,237.0,275.0,174.0,188.0,111.0,769.0,527.0,310.0,302.0,203.0,426.0,1
357,1598.0,392.0,372.0,341.0,193.0,195.0,490.0,969.0,396.0,235.0,1011.0,436.0,368.0,259.0,121.0,519.0,161.0,542.0,144.0,626.0,216.0,501.0,347.0,123.0,179.0,103.0,131.0,104.0,543.0,292.0,180.0,167.0,119.0,299.0,1
358,2694.0,441.0,641.0,456.0,269.0,347.0,748.0,1404.0,784.0,335.0,1307.0,659.0,630.0,381.0,172.0,777.0,164.0,682.0,173.0,900.0,281.0,778.0,469.0,212.0,255.0,174.0,143.0,107.0,867.0,427.0,379.0,267.0,144.0,358.0,1
359,2261.0,325.0,493.0,395.0,188.0,276.0,642.0,883.0,483.0,236.0,1235.0,443.0,469.0,342.0,160.0,874.0,145.0,506.0,144.0,753.0,273.0,707.0,343.0,201.0,203.0,130.0,139.0,70.0,728.0,308.0,387.0,221.0,92.0,340.0,1
360,2656.0,440.0,505.0,378.0,263.0,189.0,712.0,829.0,628.0,242.0,1251.0,423.0,478.0,302.0,166.0,836.0,163.0,619.0,128.0,748.0,278.0,820.0,474.0,210.0,264.0,138.0,98.0,113.0,908.0,481.0,333.0,301.0,119.0,367.0,1
361,1356.0,499.0,429.0,399.0,307.0,244.0,668.0,640.0,512.0,279.0,1181.0,414.0,380.0,263.0,119.0,745.0,138.0,745.0,131.0,694.0,288.0,933.0,530.0,176.0,287.0,172.0,121.0,96.0,850.0,423.0,341.0,253.0,121.0,405.0,1
362,805.0,449.0,292.0,343.0,216.0,198.0,586.0,549.0,365.0,260.0,915.0,329.0,432.0,226.0,100.0,623.0,151.0,506.0,136.0,620.0,265.0,880.0,360.0,163.0,259.0,128.0,128.0,120.0,544.0,450.0,322.0,224.0,116.0,309.0,1
363,581.0,278.0,212.0,183.0,158.0,147.0,325.0,303.0,322.0,173.0,547.0,209.0,261.0,157.0,41.0,401.0,76.0,441.0,70.0,333.0,192.0,530.0,276.0,123.0,164.0,72.0,63.0,76.0,299.0,257.0,144.0,144.0,102.0,196.0,1
364,559.0,282.0,139.0,172.0,118.0,129.0,308.0,218.0,206.0,145.0,499.0,179.0,267.0,143.0,69.0,341.0,76.0,370.0,89.0,194.0,120.0,421.0,288.0,116.0,95.0,6.0,2.0,39.0,293.0,211.0,141.0,125.0,76.0,161.0,1
365,119.0,84.0,56.0,54.0,83.0,62.0,101.0,93.0,24.0,33.0,113.0,36.0,138.0,45.0,12.0,128.0,17.0,70.0,17.0,49.0,14.0,215.0,73.0,79.0,40.0,1.0,0.0,15.0,89.0,68.0,42.0,53.0,18.0,15.0,1
